AGE;EDUCATION;MARITAL_STATUS;OCCUPATION;RELATIONSHIP;RACE;GENDER;PROSPECT_ID;EMPLOYMENT;YEARS_EDUC;COUNTRY_OF_BIRTH;WORKWEEK_LENGTH;INV_LOSSES;INV_EARNINGS;RESPONSE;AMOUNT
42;COLLEGE;DIVORCED;MANAGEXECUTIVE;NOFAMILY;WHITE;MALE;7822690;BUSINESS;10;USA;40;0;4650;;
22;COLLEGE;NOMARRIAGE;?;CHILDHAVE;WHITE;FEMALE;7822756;?;10;GERMANY;10;0;0;;
37;YEARS14;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7822797;BUSINESS;2;ITALY;40;0;0;;
54;YEAR12;MARRIEDCIVSPO;?;WIFE;WHITE;FEMALE;7822802;?;8;ITALY;40;0;0;;
48;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7822835;BUSINESS;13;USA;44;0;7298;;
27;HIGHSCHOOL;DIVORCED;FISHFARM;NOFAMILY;ASIANPACIFISLAND;MALE;7822847;BUSINESS;9;PHILIPPINES;40;0;0;;
53;MASTER;MARRIEDABSSPO;MANAGEXECUTIVE;UNMARRIED;WHITE;FEMALE;7822861;PUBLICSTA;14;USA;44;0;4787;;
53;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7822866;PUBLICLOC;14;USA;60;0;7298;;
28;COLLEGE;MARRIEDCIVSPO;LOGISTICSTRANSP;RELATOTHER;OTHER;MALE;7822923;OWNOFFICENOFIRM;10;ECUADOR;50;0;0;;
58;YEARS14;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7822931;BUSINESS;2;ITALY;40;0;0;;
41;COLLEGE;DIVORCED;SUPPORTTECHNIC;NOFAMILY;WHITE;MALE;7823012;BUSINESS;10;GUATEMALA;30;0;0;;
25;YEARS78;NOMARRIAGE;SERVHOUSEPRIV;CHILDHAVE;WHITE;FEMALE;7823021;BUSINESS;4;ELSALVADOR;32;0;0;;
28;HIGHSCHOOL;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7823026;BUSINESS;9;MEXICO;35;0;0;;
30;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7823074;BUSINESS;13;YUGOSLAVIA;52;0;0;;
30;HIGHSCHOOL;MARRIEDABSSPO;?;UNMARRIED;BLACK;FEMALE;7823091;?;9;HAITI;42;0;0;;
60;MASTER;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;WHITE;MALE;7823147;BUSINESS;14;IRAN;40;0;0;;
28;HIGHSCHOOL;NOMARRIAGE;FISHFARM;RELATOTHER;WHITE;MALE;7823227;BUSINESS;9;MEXICO;40;0;0;;
48;COLLEGE;WIDOWED;LOGISTICSTRANSP;UNMARRIED;WHITE;FEMALE;7823241;BUSINESS;10;USAOUTLYING;25;0;0;;
37;YEAR12;NOMARRIAGE;LOGISTICSTRANSP;NOFAMILY;ASIANPACIFISLAND;MALE;7823256;BUSINESS;8;?;45;0;0;;
23;COLLEGE;NOMARRIAGE;?;CHILDHAVE;ASIANPACIFISLAND;FEMALE;7823306;?;10;SOUTHKOREA;15;0;0;;
42;COLLEGE;NOMARRIAGE;SUPPORTTECHNIC;UNMARRIED;ASIANPACIFISLAND;FEMALE;7823342;BUSINESS;10;PHILIPPINES;40;0;0;;
49;MASTER;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7823356;OWNOFFICENOFIRM;14;ENGLAND;50;0;0;;
50;BACHELOR;MARRIEDABSSPO;LOGISTICSTRANSP;UNMARRIED;WHITE;MALE;7823372;BUSINESS;13;COLUMBIA;30;0;0;;
34;SCHOOLPRO;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;ASIANPACIFISLAND;MALE;7823385;BUSINESS;15;JAPAN;65;0;0;;
35;YEAR10;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7823457;BUSINESS;6;PORTUGAL;40;0;0;;
26;ASSOACAD;NOMARRIAGE;SALES;CHILDHAVE;WHITE;FEMALE;7823503;BUSINESS;12;PERU;40;0;0;;
43;BACHELOR;DIVORCED;MANAGEXECUTIVE;NOFAMILY;OTHER;MALE;7823540;OWNOFFICENOFIRM;13;IRAN;30;0;0;;
36;YEARS78;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;WHITE;MALE;7823586;BUSINESS;4;MEXICO;40;0;0;;
27;COLLEGE;NOMARRIAGE;?;CHILDHAVE;ASIANPACIFISLAND;MALE;7823617;?;10;PHILIPPINES;40;0;0;;
31;ASSOVOCAT;MARRIEDCIVSPO;SUPPORTTECHNIC;WIFE;WHITE;FEMALE;7823629;BUSINESS;11;GERMANY;35;0;0;;
28;MASTER;NOMARRIAGE;?;NOFAMILY;OTHER;FEMALE;7823630;?;14;JAPAN;40;0;0;;
63;ASSOVOCAT;MARRIEDCIVSPO;?;HUSBAND;WHITE;MALE;7823648;?;11;CANADA;40;0;0;;
23;YEARS56;NOMARRIAGE;CLEANINGHANDLING;RELATOTHER;WHITE;MALE;7823769;PUBLICLOC;3;GUATEMALA;40;0;0;;
23;COLLEGE;NOMARRIAGE;MANAGEXECUTIVE;UNMARRIED;BLACK;FEMALE;7823784;BUSINESS;10;JAMAICA;40;0;0;;
27;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7823791;BUSINESS;10;GERMANY;45;0;0;;
25;YEARS14;MARRIEDCIVSPO;CLEANINGHANDLING;RELATOTHER;WHITE;MALE;7823861;BUSINESS;2;MEXICO;40;0;0;;
35;YEAR12;MARRIEDABSSPO;CLEANINGHANDLING;UNMARRIED;WHITE;MALE;7823867;BUSINESS;8;MEXICO;35;0;0;;
25;YEARS56;MARRIEDABSSPO;FISHFARM;NOFAMILY;WHITE;MALE;7823889;BUSINESS;3;MEXICO;40;0;0;;
50;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7823926;OWNOFFICENOFIRM;13;SCOTLAND;60;0;0;;
45;MASTER;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7824004;OWNOFFICEFIRM;14;?;50;0;0;;
86;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824014;BUSINESS;13;POLAND;3;0;0;;
43;HIGHSCHOOL;DIVORCED;SALES;CHILDHAVE;WHITE;MALE;7824047;OWNOFFICENOFIRM;9;?;50;0;0;;
82;ASSOVOCAT;DIVORCED;?;UNMARRIED;WHITE;FEMALE;7824080;?;11;?;1;0;0;;
33;MASTER;NOMARRIAGE;SUPPORTTECHNIC;NOFAMILY;ASIANPACIFISLAND;MALE;7824108;BUSINESS;14;TAIWAN;11;0;0;;
23;YEARS56;NOMARRIAGE;SERVHOUSEPRIV;NOFAMILY;WHITE;MALE;7824153;BUSINESS;3;GUATEMALA;50;0;0;;
35;BACHELOR;MARRIEDABSSPO;FISHFARM;NOFAMILY;BLACK;MALE;7824304;PUBLICSTA;13;?;40;0;0;;
27;HIGHSCHOOL;SEPARATED;CLEANINGHANDLING;CHILDHAVE;WHITE;MALE;7824440;BUSINESS;9;PUERTORICO;40;0;0;;
46;HIGHSCHOOL;WIDOWED;?;UNMARRIED;WHITE;FEMALE;7824466;?;9;MEXICO;40;0;0;;
66;YEARS14;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;OTHER;MALE;7824536;BUSINESS;2;?;40;0;0;;
41;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824562;BUSINESS;10;USA;50;0;3411;;
47;BACHELOR;DIVORCED;MANAGEXECUTIVE;NOFAMILY;WHITE;MALE;7824599;BUSINESS;13;USA;50;0;27828;;
62;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824623;BUSINESS;10;USA;45;0;15024;;
64;YEARS56;NOMARRIAGE;SERVHOUSEPRIV;NOFAMILY;WHITE;FEMALE;7824631;BUSINESS;3;?;50;0;0;;
65;YEARS14;MARRIEDCIVSPO;FISHFARM;HUSBAND;OTHER;MALE;7824635;PUBLICSTA;2;COLUMBIA;45;0;0;;
29;BACHELOR;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;MALE;7824646;BUSINESS;13;USA;50;0;2174;;
51;HIGHSCHOOL;SEPARATED;MANAGEXECUTIVE;UNMARRIED;BLACK;FEMALE;7824708;PUBLICLOC;9;USA;35;0;6497;;
33;COLLEGE;MARRIEDCIVSPO;SERVICEPROTECT;HUSBAND;WHITE;MALE;7824723;PUBLICLOC;10;CUBA;50;0;0;;
27;COLLEGE;NOMARRIAGE;SALES;NOFAMILY;BLACK;MALE;7824729;BUSINESS;10;HAITI;40;0;0;;
32;COLLEGE;MARRIEDCIVSPO;FISHFARM;HUSBAND;WHITE;MALE;7824734;BUSINESS;10;MEXICO;40;0;0;;
46;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824735;BUSINESS;13;USA;53;0;7298;;
34;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824743;OWNOFFICEFIRM;13;USA;45;0;7298;;
42;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824751;PUBLICSTA;13;USA;40;0;7298;;
25;YEARS56;NOMARRIAGE;CLEANINGHANDLING;RELATOTHER;WHITE;MALE;7824755;BUSINESS;3;MEXICO;40;0;0;;
59;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824759;PUBLICSTA;14;USA;40;0;15024;;
22;COLLEGE;NOMARRIAGE;MANAGEXECUTIVE;CHILDHAVE;ASIANPACIFISLAND;MALE;7824792;BUSINESS;10;ENGLAND;50;0;2463;;
32;HIGHSCHOOL;DIVORCED;SALES;UNMARRIED;OTHER;FEMALE;7824793;BUSINESS;9;MEXICO;40;0;0;;
42;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824808;BUSINESS;14;USA;55;0;99999;;
63;ASSOVOCAT;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7824825;OWNOFFICEFIRM;11;USA;40;0;3137;;
35;HIGHSCHOOL;MARRIEDABSSPO;?;NOFAMILY;ASIANPACIFISLAND;FEMALE;7824833;?;9;TAIWAN;37;0;0;;
25;BACHELOR;NOMARRIAGE;SUPPORTTECHNIC;NOFAMILY;WHITE;MALE;7824845;BUSINESS;13;TAIWAN;50;0;0;;
50;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;ASIANPACIFISLAND;MALE;7824865;PUBLICFED;9;PHILIPPINES;40;0;0;;
65;SCHOOLPRE;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;ASIANPACIFISLAND;MALE;7824895;BUSINESS;1;PHILIPPINES;40;0;0;;
22;SCHOOLPRE;NOMARRIAGE;FISHFARM;NOFAMILY;WHITE;MALE;7824934;BUSINESS;1;MEXICO;25;0;0;;
51;HIGHSCHOOL;MARRIEDCIVSPO;?;HUSBAND;BLACK;MALE;7824989;?;9;HAITI;45;0;0;;
21;HIGHSCHOOL;NOMARRIAGE;SERVICEPROTECT;CHILDHAVE;WHITE;MALE;7824993;BUSINESS;9;CUBA;40;0;0;;
55;HIGHSCHOOL;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;BLACK;MALE;7825000;BUSINESS;9;PUERTORICO;50;0;0;;
49;YEARS56;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7825078;BUSINESS;3;MEXICO;40;0;0;;
31;COLLEGE;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;WHITE;MALE;7825086;BUSINESS;10;USA;40;0;4416;;
50;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825087;BUSINESS;14;USA;80;0;15024;;
45;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825107;OWNOFFICENOFIRM;13;USA;40;0;3137;;
19;COLLEGE;NOMARRIAGE;?;CHILDHAVE;WHITE;MALE;7825118;?;10;PUERTORICO;40;0;0;;
54;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825141;PUBLICFED;13;USA;40;0;7298;;
24;YEAR10;NOMARRIAGE;CLEANINGHANDLING;CHILDHAVE;WHITE;MALE;7825177;BUSINESS;6;MEXICO;40;0;0;;
46;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825202;OWNOFFICEFIRM;13;USA;48;0;15024;;
27;MASTER;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;BLACK;MALE;7825214;BUSINESS;14;USA;50;0;6849;;
62;HIGHSCHOOL;WIDOWED;LOGISTICSTRANSP;UNMARRIED;WHITE;FEMALE;7825230;BUSINESS;9;PUERTORICO;40;0;0;;
43;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825238;BUSINESS;13;USA;50;0;7688;;
28;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;ASIANPACIFISLAND;MALE;7825248;BUSINESS;9;PHILIPPINES;40;0;0;;
44;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7825270;BUSINESS;13;USA;50;0;99999;;
28;DOCTOR;MARRIEDABSSPO;SUPPORTTECHNIC;NOFAMILY;WHITE;MALE;7825279;PUBLICSTA;16;?;20;0;0;;
65;YEARS78;SEPARATED;SERVHOUSEPRIV;NOFAMILY;OTHER;FEMALE;7825351;BUSINESS;4;MEXICO;35;0;0;;
30;HIGHSCHOOL;MARRIEDABSSPO;LOGISTICSTRANSP;NOFAMILY;BLACK;MALE;7825360;BUSINESS;9;HAITI;49;0;0;;
38;YEARS14;MARRIEDCIVSPO;FISHFARM;HUSBAND;WHITE;MALE;7825395;BUSINESS;2;MEXICO;40;0;0;;
22;HIGHSCHOOL;NOMARRIAGE;CLEANINGHANDLING;NOFAMILY;ASIANPACIFISLAND;FEMALE;7825419;BUSINESS;9;SOUTHKOREA;34;0;0;;
33;BACHELOR;NOMARRIAGE;SALES;NOFAMILY;WHITE;MALE;7825480;OWNOFFICENOFIRM;13;?;45;0;0;;
42;YEARS14;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;WHITE;MALE;7825506;BUSINESS;2;MEXICO;40;0;0;;
67;COLLEGE;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7825521;BUSINESS;10;?;40;0;0;;
21;HIGHSCHOOL;NOMARRIAGE;LOGISTICSTRANSP;NOFAMILY;WHITE;MALE;7825526;BUSINESS;9;CANADA;45;0;0;;
20;COLLEGE;NOMARRIAGE;?;CHILDHAVE;ASIANPACIFISLAND;MALE;7825554;?;10;SOUTHKOREA;2;0;0;;
24;COLLEGE;NOMARRIAGE;?;CHILDHAVE;WHITE;FEMALE;7825581;?;10;IRAN;23;0;0;;
20;SCHOOLPRE;NOMARRIAGE;FISHFARM;NOFAMILY;WHITE;MALE;7825605;BUSINESS;1;MEXICO;36;0;0;;
38;SCHOOLPRE;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7825614;OWNOFFICENOFIRM;1;MEXICO;30;0;0;;
24;YEARS56;NOMARRIAGE;CLEANINGHANDLING;UNMARRIED;WHITE;MALE;7825648;BUSINESS;3;MEXICO;40;0;0;;
37;YEARS56;MARRIEDCIVSPO;SERVHOUSEPRIV;WIFE;WHITE;FEMALE;7825700;BUSINESS;3;ELSALVADOR;40;0;0;;
55;DOCTOR;MARRIEDABSSPO;?;UNMARRIED;ASIANPACIFISLAND;MALE;7825709;?;16;INDIA;20;0;0;;
25;COLLEGE;NOMARRIAGE;SALES;RELATOTHER;ASIANPACIFISLAND;MALE;7825735;BUSINESS;10;INDIA;20;0;0;;
23;ASSOACAD;NOMARRIAGE;SALES;CHILDHAVE;WHITE;MALE;7825759;BUSINESS;12;?;30;0;0;;
41;BACHELOR;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;WHITE;MALE;7825782;OWNOFFICENOFIRM;13;IRAN;70;0;0;;
20;YEARS56;NOMARRIAGE;FISHFARM;NOFAMILY;WHITE;MALE;7825784;BUSINESS;3;MEXICO;36;0;0;;
29;YEAR9;NOMARRIAGE;SERVHOUSEPRIV;NOFAMILY;WHITE;FEMALE;7825841;BUSINESS;5;MEXICO;35;0;0;;
53;HIGHSCHOOL;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;OTHER;MALE;7825864;PUBLICLOC;9;JAMAICA;40;0;0;;
72;YEAR9;MARRIEDCIVSPO;SERVICEPROTECT;HUSBAND;WHITE;MALE;7825900;BUSINESS;5;CUBA;39;0;0;;
57;HIGHSCHOOL;MARRIEDCIVSPO;MANAGEXECUTIVE;RELATOTHER;ASIANPACIFISLAND;FEMALE;7825933;OWNOFFICEFIRM;9;CHINA;21;0;0;;
33;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;ASIANPACIFISLAND;MALE;7825954;BUSINESS;13;PHILIPPINES;40;0;0;;
33;YEARS78;MARRIEDABSSPO;FISHFARM;RELATOTHER;WHITE;MALE;7825973;BUSINESS;4;MEXICO;35;0;0;;
30;YEARS56;NOMARRIAGE;CLEANINGHANDLING;NOFAMILY;WHITE;MALE;7825977;BUSINESS;3;MEXICO;42;0;0;;
48;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7826023;BUSINESS;10;ECUADOR;37;0;0;;
44;HIGHSCHOOL;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;ASIANPACIFISLAND;MALE;7826066;BUSINESS;9;CHINA;60;0;0;;
45;YEARS14;MARRIEDCIVSPO;FISHFARM;HUSBAND;WHITE;MALE;7826068;BUSINESS;2;MEXICO;40;0;0;;
28;COLLEGE;NOMARRIAGE;CLEANINGHANDLING;RELATOTHER;WHITE;MALE;7826108;BUSINESS;10;MEXICO;30;0;0;;
25;BACHELOR;NOMARRIAGE;SALES;CHILDHAVE;ASIANPACIFISLAND;FEMALE;7826123;BUSINESS;13;SOUTHKOREA;50;0;0;;
45;YEARS56;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;WHITE;MALE;7826153;BUSINESS;3;MEXICO;40;0;0;;
32;COLLEGE;NOMARRIAGE;SALES;RELATOTHER;WHITE;MALE;7826176;OWNOFFICEFIRM;10;?;40;0;0;;
61;YEARS56;WIDOWED;SALES;NOFAMILY;WHITE;FEMALE;7826189;BUSINESS;3;ITALY;40;0;0;;
21;HIGHSCHOOL;NOMARRIAGE;?;CHILDHAVE;OTHER;MALE;7826204;?;9;SOUTHKOREA;60;0;0;;
19;YEAR11;NOMARRIAGE;?;CHILDHAVE;WHITE;MALE;7826208;?;7;MEXICO;20;0;0;;
48;COLLEGE;MARRIEDABSSPO;MANAGEXECUTIVE;NOFAMILY;BLACK;MALE;7826211;BUSINESS;10;?;40;0;0;;
23;YEAR9;NOMARRIAGE;SALES;RELATOTHER;WHITE;FEMALE;7826213;BUSINESS;5;MEXICO;40;0;0;;
29;YEARS56;NOMARRIAGE;FISHFARM;UNMARRIED;BLACK;MALE;7826254;BUSINESS;3;MEXICO;40;0;0;;
29;BACHELOR;NOMARRIAGE;?;NOFAMILY;ASIANPACIFISLAND;MALE;7826276;?;13;?;30;0;0;;
43;HIGHSCHOOL;DIVORCED;SERVHOUSEPRIV;UNMARRIED;WHITE;FEMALE;7826330;BUSINESS;9;COLUMBIA;60;0;0;;
35;BACHELOR;MARRIEDCIVSPO;SALES;HUSBAND;ASIANPACIFISLAND;MALE;7826415;OWNOFFICENOFIRM;13;INDIA;60;0;0;;
38;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7826420;PUBLICSTA;14;?;40;0;0;;
24;COLLEGE;NOMARRIAGE;SALES;CHILDHAVE;BLACK;FEMALE;7826433;BUSINESS;10;?;38;0;0;;
51;COLLEGE;MARRIEDCIVSPO;?;HUSBAND;ASIANPACIFISLAND;MALE;7826439;?;10;?;50;0;0;;
31;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;RELATOTHER;WHITE;FEMALE;7826456;BUSINESS;13;GREECE;40;0;0;;
22;SCHOOLPRE;MARRIEDCIVSPO;?;RELATOTHER;WHITE;FEMALE;7826480;?;1;MEXICO;40;0;0;;
37;BACHELOR;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7826511;OWNOFFICENOFIRM;13;GERMANY;40;0;0;;
34;YEAR10;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;BLACK;MALE;7826592;OWNOFFICENOFIRM;6;?;50;0;0;;
55;HIGHSCHOOL;DIVORCED;?;NOFAMILY;WHITE;FEMALE;7826610;?;9;GERMANY;60;0;0;;
42;BACHELOR;MARRIEDCIVSPO;?;WIFE;ASIANPACIFISLAND;FEMALE;7826614;?;13;PHILIPPINES;5;0;0;;
42;ASSOACAD;DIVORCED;?;UNMARRIED;WHITE;FEMALE;7826623;?;12;DOMINICANREPUBLIC;10;0;0;;
53;COLLEGE;MARRIEDCIVSPO;LOGISTICSTRANSP;HUSBAND;WHITE;MALE;7826627;BUSINESS;10;MEXICO;30;0;0;;
69;BACHELOR;SEPARATED;SALES;UNMARRIED;WHITE;MALE;7826635;OWNOFFICEFIRM;13;CANADA;70;0;0;;
45;YEAR11;MARRIEDCIVSPO;SALES;HUSBAND;WHITE;MALE;7826692;OWNOFFICEFIRM;7;PORTUGAL;60;0;0;;
48;MASTER;DIVORCED;?;UNMARRIED;WHITE;FEMALE;7826700;?;14;?;35;0;0;;
28;HIGHSCHOOL;NOMARRIAGE;?;NOFAMILY;WHITE;MALE;7826728;?;9;?;35;0;0;;
73;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7826731;OWNOFFICENOFIRM;13;SCOTLAND;40;0;0;;
64;ASSOVOCAT;DIVORCED;MANAGEXECUTIVE;NOFAMILY;WHITE;FEMALE;7826739;BUSINESS;11;PUERTORICO;24;0;0;;
37;HIGHSCHOOL;NOMARRIAGE;SERVHOUSEPRIV;RELATOTHER;WHITE;FEMALE;7826745;BUSINESS;9;?;20;0;0;;
32;BACHELOR;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7826781;BUSINESS;13;MEXICO;40;0;0;;
46;BACHELOR;NOMARRIAGE;MANAGEXECUTIVE;NOFAMILY;WHITE;MALE;7826812;PUBLICSTA;13;?;40;0;0;;
32;MASTER;MARRIEDCIVSPO;SALES;HUSBAND;ASIANPACIFISLAND;MALE;7826818;OWNOFFICENOFIRM;14;?;40;0;0;;
32;YEARS78;MARRIEDCIVSPO;FISHFARM;RELATOTHER;WHITE;MALE;7826825;BUSINESS;4;MEXICO;35;0;0;;
22;COLLEGE;NOMARRIAGE;?;RELATOTHER;WHITE;MALE;7826837;?;10;MEXICO;40;0;0;;
35;HIGHSCHOOL;MARRIEDCIVSPO;FISHFARM;HUSBAND;WHITE;MALE;7826847;OWNOFFICENOFIRM;9;MEXICO;40;0;0;;
36;HIGHSCHOOL;MARRIEDABSSPO;LOGISTICSTRANSP;RELATOTHER;WHITE;FEMALE;7826867;BUSINESS;9;DOMINICANREPUBLIC;40;0;0;;
28;HIGHSCHOOL;NOMARRIAGE;?;UNMARRIED;WHITE;FEMALE;7826890;?;9;?;40;0;0;;
56;MASTER;DIVORCED;MANAGEXECUTIVE;NOFAMILY;WHITE;FEMALE;7826895;OWNOFFICENOFIRM;14;HUNGARY;50;0;0;;
32;YEARS14;MARRIEDCIVSPO;CLEANINGHANDLING;HUSBAND;WHITE;MALE;7826902;BUSINESS;2;MEXICO;35;0;0;;
36;COLLEGE;MARRIEDCIVSPO;SUPPORTTECHNIC;HUSBAND;WHITE;MALE;7826918;PUBLICFED;10;GERMANY;40;0;0;;
29;ASSOVOCAT;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;WHITE;MALE;7800031;BUSINESS;11;USA;50;0;99999;;
31;COLLEGE;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800034;BUSINESS;10;USA;60;0;15024;;
71;MASTER;NOMARRIAGE;SPECIALISTPROFF;UNMARRIED;WHITE;FEMALE;7800084;PUBLICLOC;14;USA;50;0;7896;;
35;BACHELOR;DIVORCED;SPECIALISTPROFF;NOFAMILY;WHITE;MALE;7800088;PUBLICSTA;13;USA;55;0;4865;;
29;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800149;BUSINESS;13;USA;40;0;3103;;
31;HIGHSCHOOL;DIVORCED;MANAGEXECUTIVE;NOFAMILY;WHITE;MALE;7800161;OWNOFFICEFIRM;9;USA;40;0;4650;;
24;YEAR11;NOMARRIAGE;REPAIRCRAFT;CHILDHAVE;ASIANPACIFISLAND;MALE;7800188;BUSINESS;7;VIETNAM;40;0;14344;;
53;SCHOOLPRO;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;OTHER;MALE;7800265;OWNOFFICEFIRM;15;USA;65;0;99999;;
48;DOCTOR;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;WHITE;MALE;7800276;PUBLICSTA;16;USA;50;0;15024;;
26;MASTER;NOMARRIAGE;SPECIALISTPROFF;CHILDHAVE;WHITE;FEMALE;7800288;BUSINESS;14;USA;31;0;2597;;
31;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800295;BUSINESS;13;USA;50;0;99999;;
51;MASTER;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800297;BUSINESS;14;USA;60;0;99999;;
56;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800336;BUSINESS;13;USA;48;0;15024;;
57;HIGHSCHOOL;DIVORCED;SPECIALISTPROFF;NOFAMILY;WHITE;FEMALE;7800344;BUSINESS;9;USA;40;0;4101;;
58;HIGHSCHOOL;MARRIEDCIVSPO;REPAIRCRAFT;HUSBAND;WHITE;MALE;7800347;BUSINESS;9;USA;40;0;15024;;
91;SCHOOLPRO;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;WHITE;MALE;7800361;BUSINESS;15;USA;72;0;20051;;
48;BACHELOR;MARRIEDCIVSPO;SPECIALISTPROFF;HUSBAND;WHITE;MALE;7800363;PUBLICLOC;13;USA;40;0;3137;;
36;HIGHSCHOOL;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800371;BUSINESS;9;USA;50;0;7688;;
42;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800381;BUSINESS;13;USA;50;0;4386;;
70;BACHELOR;MARRIEDCIVSPO;MANAGEXECUTIVE;HUSBAND;WHITE;MALE;7800385;OWNOFFICEFIRM;13;USA;45;0;6418;;
46;HIGHSCHOOL;DIVORCED;REPAIRCRAFT;NOFAMILY;ASIANPACIFISLAND;MALE;7800429;BUSINESS;9;USA;40;0;10520;;
33;SCHOOLPRO;MARRIEDCIVSPO;SPECIALISTPROFF;WIFE;ASIANPACIFISLAND;FEMALE;7800517;BUSINESS;15;USA;50;0;15024;;
